"Name","ID","Runtime","Sweep","dy_config.base_model.checkpoint_dir","dy_config.base_model.config_dir","dy_config.data.in_distribution.dataloader_args.dataset","dy_config.data.in_distribution.dataloader_args.dgm_args.length","dy_config.data.in_distribution.dataloader_args.dgm_args.model_loading_config.checkpoint_dir","dy_config.data.in_distribution.dataloader_args.dgm_args.model_loading_config.config_dir","dy_config.data.in_distribution.dataloader_args.dgm_args.seed","dy_config.data.in_distribution.dataloader_args.make_valid_loader","dy_config.data.in_distribution.dataloader_args.test_batch_size","dy_config.data.in_distribution.dataloader_args.train_batch_size","dy_config.data.in_distribution.dataloader_args.valid_batch_size","dy_config.data.in_distribution.pick_loader","dy_config.data.out_of_distribution.dataloader_args.dataset","dy_config.data.out_of_distribution.dataloader_args.dgm_args.length","dy_config.data.out_of_distribution.dataloader_args.dgm_args.model_loading_config.checkpoint_dir","dy_config.data.out_of_distribution.dataloader_args.dgm_args.model_loading_config.config_dir","dy_config.data.out_of_distribution.dataloader_args.dgm_args.seed","dy_config.data.out_of_distribution.dataloader_args.make_valid_loader","dy_config.data.out_of_distribution.dataloader_args.test_batch_size","dy_config.data.out_of_distribution.dataloader_args.train_batch_size","dy_config.data.out_of_distribution.dataloader_args.valid_batch_size","dy_config.data.out_of_distribution.pick_loader","dy_config.ood.bypass_visualization","dy_config.ood.histogram_limit","dy_config.ood.method","dy_config.ood.method_args.adaptive_measurement","dy_config.ood.method_args.adaptive_train_data_buffer_size","dy_config.ood.method_args.chunk_size","dy_config.ood.method_args.compression_type","dy_config.ood.method_args.correction_coeff","dy_config.ood.method_args.dimension_tolerance","dy_config.ood.method_args.encoding_model_args.chunk_size","dy_config.ood.method_args.encoding_model_args.diff_transform","dy_config.ood.method_args.encoding_model_args.use_forward_mode","dy_config.ood.method_args.encoding_model_args.use_functorch","dy_config.ood.method_args.encoding_model_args.use_vmap","dy_config.ood.method_args.encoding_model_args.verbose","dy_config.ood.method_args.encoding_model_class","dy_config.ood.method_args.evaluate_r","dy_config.ood.method_args.intrinsic_dimension_calculator_args.encoding_model_args.chunk_size","dy_config.ood.method_args.intrinsic_dimension_calculator_args.encoding_model_args.diff_transform","dy_config.ood.method_args.intrinsic_dimension_calculator_args.encoding_model_args.use_forward_mode","dy_config.ood.method_args.intrinsic_dimension_calculator_args.encoding_model_args.use_functorch","dy_config.ood.method_args.intrinsic_dimension_calculator_args.encoding_model_args.use_vmap","dy_config.ood.method_args.intrinsic_dimension_calculator_args.encoding_model_args.verbose","dy_config.ood.method_args.intrinsic_dimension_calculator_args.encoding_model_class","dy_config.ood.method_args.intrinsic_dimension_calculator_args.verbose","dy_config.ood.method_args.latent_statistics_calculator_args.encoding_model_args.chunk_size","dy_config.ood.method_args.latent_statistics_calculator_args.encoding_model_args.diff_transform","dy_config.ood.method_args.latent_statistics_calculator_args.encoding_model_args.use_forward_mode","dy_config.ood.method_args.latent_statistics_calculator_args.encoding_model_args.use_functorch","dy_config.ood.method_args.latent_statistics_calculator_args.encoding_model_args.use_vmap","dy_config.ood.method_args.latent_statistics_calculator_args.encoding_model_args.verbose","dy_config.ood.method_args.latent_statistics_calculator_args.encoding_model_class","dy_config.ood.method_args.latent_statistics_calculator_args.verbose","dy_config.ood.method_args.latent_statistics_calculator_class","dy_config.ood.method_args.lp_norm_order","dy_config.ood.method_args.percentile","dy_config.ood.method_args.radii_n","dy_config.ood.method_args.radii_range","dy_config.ood.method_args.use_forward_mode","dy_config.ood.method_args.use_functorch","dy_config.ood.method_args.use_vmap","dy_config.ood.method_args.verbose","dy_config.ood.method_args.visualization_nrow","dy_config.ood.method_args.with_std","dy_config.ood.pick_count","dy_config.ood.samples_visualization","dy_config.ood.seed"
"cifar100_vs_celeba-small_train_myopes","um35cvte","1416","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar100_unindigenous_42n5ww2b_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar100_unindigenous_42n5ww2b_final/run_config.json","cifar100","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.01","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","10","","","","","","2","","","128","","100"
"svhn_vs_celeba-small_test_magniloquy","dolyw5zy","777","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_svhn_hittitics_znujejsh_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_svhn_hittitics_znujejsh_final/run_config.json","svhn","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.01","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","10","","","","","","2","","","128","","100"
"svhn_vs_celeba-small_train_roosing","u1bex00t","1427","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_svhn_hittitics_znujejsh_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_svhn_hittitics_znujejsh_final/run_config.json","svhn","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.01","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","10","","","","","","2","","","128","","100"
"cifar10_vs_celeba-small_test_thumpers","uk3fg504","783","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/run_config.json","cifar10","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.01","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","10","","","","","","2","","","128","","100"
"cifar10_vs_celeba-small_train_woollyhead","lj4ic8vo","1434","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/run_config.json","cifar10","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.01","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","10","","","","","","2","","","128","","100"
"celeba-small_vs_celeba-small_test_comephorous","jczdb0w3","615","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_celeba-small_loculose_8fvoxku1_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_celeba-small_loculose_8fvoxku1_final/run_config.json","celeba-small","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-4","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"celeba-small_vs_celeba-small_train_ammeline","xqwslqb5","1285","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_celeba-small_loculose_8fvoxku1_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_celeba-small_loculose_8fvoxku1_final/run_config.json","celeba-small","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-4","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"tiny-imagenet_vs_celeba-small_test_silkworm","bn92ws38","604","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_tiny-imagenet_directors_zk9ezaia_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_tiny-imagenet_directors_zk9ezaia_final/run_config.json","tiny-imagenet","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-4","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"tiny-imagenet_vs_celeba-small_train_opponent","uxdbspcx","1236","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_tiny-imagenet_directors_zk9ezaia_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_tiny-imagenet_directors_zk9ezaia_final/run_config.json","tiny-imagenet","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-4","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"cifar100_vs_celeba-small_test_quartzy","pdzkil5b","591","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar100_unindigenous_42n5ww2b_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar100_unindigenous_42n5ww2b_final/run_config.json","cifar100","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-4","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"cifar100_vs_celeba-small_train_exuvia","w46slgry","1225","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar100_unindigenous_42n5ww2b_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar100_unindigenous_42n5ww2b_final/run_config.json","cifar100","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-4","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"svhn_vs_celeba-small_test_hypothecs","kfelq1rv","621","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_svhn_hittitics_znujejsh_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_svhn_hittitics_znujejsh_final/run_config.json","svhn","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-4","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"svhn_vs_celeba-small_train_unwistful","ta13qcas","1276","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_svhn_hittitics_znujejsh_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_svhn_hittitics_znujejsh_final/run_config.json","svhn","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-4","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"cifar10_vs_celeba-small_test_lactophosphate","ybub0wc8","606","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/run_config.json","cifar10","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-4","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"cifar10_vs_celeba-small_train_anametadromous","pn3go3go","1258","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/run_config.json","cifar10","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-4","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"celeba-small_vs_celeba-small_test_packings","1gdt7k2c","589","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_celeba-small_loculose_8fvoxku1_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_celeba-small_loculose_8fvoxku1_final/run_config.json","celeba-small","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-10","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"celeba-small_vs_celeba-small_train_uncrumple","cimbp66v","1253","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_celeba-small_loculose_8fvoxku1_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_celeba-small_loculose_8fvoxku1_final/run_config.json","celeba-small","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-10","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"tiny-imagenet_vs_celeba-small_test_resulfurize","e5pbi029","593","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_tiny-imagenet_directors_zk9ezaia_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_tiny-imagenet_directors_zk9ezaia_final/run_config.json","tiny-imagenet","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-10","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"tiny-imagenet_vs_celeba-small_train_katabases","k5to62k4","1246","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_tiny-imagenet_directors_zk9ezaia_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_tiny-imagenet_directors_zk9ezaia_final/run_config.json","tiny-imagenet","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-10","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"cifar100_vs_celeba-small_test_craping","a5gzrjqt","610","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar100_unindigenous_42n5ww2b_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar100_unindigenous_42n5ww2b_final/run_config.json","cifar100","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-10","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"cifar100_vs_celeba-small_train_irrefutability","hnneegkd","1271","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar100_unindigenous_42n5ww2b_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar100_unindigenous_42n5ww2b_final/run_config.json","cifar100","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-10","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"svhn_vs_celeba-small_test_soupling","7z5ihksc","588","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_svhn_hittitics_znujejsh_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_svhn_hittitics_znujejsh_final/run_config.json","svhn","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-10","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"svhn_vs_celeba-small_train_ochnaceous","juvbmtny","1229","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_svhn_hittitics_znujejsh_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_svhn_hittitics_znujejsh_final/run_config.json","svhn","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-10","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"cifar10_vs_celeba-small_test_bahisti","bpjvai0h","600","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/run_config.json","cifar10","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-10","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"cifar10_vs_celeba-small_train_aspersoir","f9camcx5","1248","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/run_config.json","cifar10","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-10","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"celeba-small_vs_celeba-small_test_spodomantic","tbnd7j76","606","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_celeba-small_loculose_8fvoxku1_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_celeba-small_loculose_8fvoxku1_final/run_config.json","celeba-small","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-20","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"celeba-small_vs_celeba-small_train_hanafite","ywgtcf8f","1224","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_celeba-small_loculose_8fvoxku1_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_celeba-small_loculose_8fvoxku1_final/run_config.json","celeba-small","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-20","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"tiny-imagenet_vs_celeba-small_test_microfurnace","apv1kute","594","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_tiny-imagenet_directors_zk9ezaia_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_tiny-imagenet_directors_zk9ezaia_final/run_config.json","tiny-imagenet","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-20","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"tiny-imagenet_vs_celeba-small_train_thursday","y6rkfjda","1265","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_tiny-imagenet_directors_zk9ezaia_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_tiny-imagenet_directors_zk9ezaia_final/run_config.json","tiny-imagenet","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-20","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"cifar100_vs_celeba-small_test_compellable","4kom0ens","615","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar100_unindigenous_42n5ww2b_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar100_unindigenous_42n5ww2b_final/run_config.json","cifar100","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-20","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"cifar100_vs_celeba-small_train_usurpership","xa0vl7kt","1253","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar100_unindigenous_42n5ww2b_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar100_unindigenous_42n5ww2b_final/run_config.json","cifar100","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-20","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"svhn_vs_celeba-small_test_amsterdam","dxfyo00v","607","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_svhn_hittitics_znujejsh_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_svhn_hittitics_znujejsh_final/run_config.json","svhn","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-20","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"svhn_vs_celeba-small_train_bootable","y6o5x8wi","1277","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_svhn_hittitics_znujejsh_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_svhn_hittitics_znujejsh_final/run_config.json","svhn","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-20","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"cifar10_vs_celeba-small_test_bradypepsia","1an33c7x","540","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/run_config.json","cifar10","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-20","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
